,ido,dR,dL,d0
0,-0.3065171172495943,0.015032316186370982,0.025122077217682642,0.03291744722724785
1,-0.021247594082102434,0.021635271857159282,0.022334688414062873,0.03291744722724785
2,-0.3024731341077585,0.016159242250308105,0.026115885679960506,0.03291744722724785
3,-0.1018847841792212,0.019236760042894503,0.022590547049373553,0.03291744722724785
4,-0.1190783612395017,0.017831351906604582,0.021751107578613035,0.03291744722724785
5,-0.2684912234605384,0.017518402556089076,0.026356448235330558,0.03291744722724785
6,-0.016109765707667534,0.021797934672668683,0.022328227035194156,0.03291744722724785
7,-0.49746689429849855,0.012318646499568316,0.028693986739942026,0.03291744722724785
8,-0.058193770675347804,0.021746174621386873,0.023661764996547197,0.03291744722724785
9,-0.13461221956636332,0.017431031748225287,0.021862122381943752,0.03291744722724785
