,spkcom,colcom,libcom,spkmil,colmil,libmil,libhomo,libmslm,gunlaw,grass,reliten,pray,prayer,bible,conlabor,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,polabuse,owngun,shotgun,rowngun,viruses,intmil,abpoorw,godchnge,prayfreq,religcon,religint,comfort
0,0.0,0.0,0.0,0.10598735344486887,0.6890310509495375,0.0,0.0,0.4532710280373832,0.0,0.0,0.09838472834067558,0.0,0.31835205992509363,0.10333741800619922,0.0,0.0,0.059144962540190305,0.0,0.8857866298917099,0.0,0.835887538989617,0.0,0.2657894736842106,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.23529411764705888,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532710280373832,0.0,0.0,0.4214390602055801,0.850828729281768,0.0,0.0,0.7838577291381669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.8323446894433459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8303571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532710280373832,0.0,0.0,0.4214390602055801,0.6927095654126356,0.0,0.43052737364692617,0.0,0.0,0.0,0.0,0.8932384341637011,0.0,0.8471961530898625,0.0,0.1289473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450981,0.9385026737967914,0.9601328903654485,0.0,0.0,0.15524193548387089
4,0.0,0.7649103840904053,0.0,0.2472727272727273,0.6974536167093901,0.0,0.0,0.4532710280373832,0.0,0.6025974025974026,0.0,0.4464285714285714,0.0,0.10333741800619922,0.7838577291381669,0.0,0.0,0.0,0.8857866298917099,0.0,0.8912467315672259,0.824903024678137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.7021276595744681,0.0,0.0,0.8324324324324325,0.09838472834067558,0.0,0.0,0.5121531031500035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8966824644549763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28260869565217395,0.0,0.0,0.0,0.31835205992509363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957627118644068,0.6922686516663847,0.0,0.0,0.6301652892561984,0.0,0.0,0.0,0.35319210679048174,0.5365278229742922,0.15524193548387089
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532710280373832,0.0,0.0,0.09838472834067558,0.4464285714285714,0.0,0.0,0.6689466484268126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207547169811321,0.8671328671328671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512773330701851,0.31835205992509363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8966824644549763,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0.6553806578398982,0.15524193548387089
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8324324324324325,0.09838472834067558,0.5267857142857143,0.7215909090909092,0.5121531031500035,0.6689466484268126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8966824644549763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
