spkcom,colcom,libcom,spkmil,colmil,libmil,libhomo,libmslm,gunlaw,grass,reliten,pray,prayer,bible,conlabor,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,polabuse,owngun,shotgun,rowngun,viruses,intmil,abpoorw,godchnge,prayfreq,religcon,religint,comfort
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16582941856286337,0.7257822456665733,0.0,0.13014653965856537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578298300297427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8538216110775744,0.0,0.0,0.8274361203881193,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647221957993428,0.30610771347992205,0.0,0.6329365221347045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870601898731564,0.0,0.0,0.0,0.0,0.0,0.0,0.7699490694141287,0.9164005214872245,0.9604813169254114,0.3237642793218365,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127118709968402,0.0,0.3772895570034277,0.3491054534192146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7427665557502552,0.0,0.0,0.0,0.0,0.8031967846939578,0.0,0.0,0.0,0.0,0.1842491241692945,0.8429679779932163,0.0,0.5309863975972036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02647798794311207,0.69348934954116,0.0,0.1781888611051481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14712788288167078,0.0,0.4166236309254836,0.0,0.0,0.4870004367868236,0.40704288299553326,0.4652115186622999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040083261226580125,0.48421466311514794,0.2993677685557554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285927597464951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6043728130743113,0.2950669920967943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845528251922705,0.8685110366257712,0.0,0.08500341810129797,0.20644164368116924,0.27666899345176177,0.0,0.9694693146184858,0.0,0.0,0.0
0.6754236402356968,0.0,0.0,0.368466269010554,0.6424415373163521,0.6895993076938558,0.8935947290250987,0.20586700391209778,0.0,0.0,0.0,0.15712605025044424,0.0,0.14507389126447245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5497189245496508,0.0,0.0,0.0,0.3161594518254469,0.5070145576359582,0.0
0.0,0.0,0.5815057836704323,0.0,0.019727523242936917,0.0,0.0,0.0,0.0,0.0,0.0,0.6359466388911146,0.0,0.15824653919276432,0.6970947982872174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11348596884267237,0.18234324311209438,0.0,0.15958330375899532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08994252992628748,0.0,0.0,0.0,0.0,0.0,0.5925987119514521,0.8051351863659079,0.0,0.0,0.41264163707086077,0.5320870598819398,0.4732394578919812
