wrkstat,HRS1,HRS2,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,SPHRS1,SPHRS2,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,mawork,mawkbaby,MAWK16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE72,PRES72,IF72WHO,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,gunimp,courts,grass,relig,denom,other,fund,attend,reliten,postlife,RELIG16,DENOM16,OTH16,FUND16,sprel,spden,spother,spfund,SPREL16,SPDEN16,SPOTH16,SPFUND16,racmar,racdin,racpush,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racschol,busing,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,aged,ANOMIA1,ANOMIA2,ANOMIA3,ANOMIA4,ANOMIA5,ANOMIA6,ANOMIA7,ANOMIA8,ANOMIA9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,divlaw,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,GENDER1,OLD1,MAR1,WHERE1,RELATE2,GENDER2,OLD2,MAR2,WHERE2,RELATE3,GENDER3,OLD3,MAR3,RELATE4,GENDER4,OLD4,MAR4,RELATE5,GENDER5,OLD5,MAR5,RELATE6,GENDER6,OLD6,RELATE7,GENDER7,OLD7,MAR7,GENDER8,OLD8,OLD9,OLD10,RELATE11,OLD11,MAR11,RELATE12,GENDER12,OLD12,MAR12,hhrace,respnum,hhtype,HHTYPE1,famgen,rplace,rvisitor,visitors,dateintv,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,uswar,uswary,usintl,usun,commun,cohort,marcohrt,birthmo,zodiac,sampcode,sample,wtssall,vstrat,vpsu
working parttime,b,e,,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,working fulltime,c,e,,c,c,self-employed,c,c,verbatims for sp,"found, coded",found,c,c,miscellaneous retail stores,"found, coded",found,d,c,self-employed,d,c,verbatims for pa,"found, coded",found,c,c,d,"found, coded",found,"found, iap",found,"found, iap",found,b,c,c,c,c,c,c,high school,lt high school,lt high school,high school,female,white,50000 to 250000,new england,same city,mother & father,,yes,no,yes,average,c,c,c,c,c,c,c,,,new england,"suburb, lrg city","suburb, 12 lrgst",27,c,c,c,c,c,c,b,c,c,c,c,c,c,c,c,c,c,c,not str democrat,voted,mcgovern,,conservative,too much,too little,too little,too little,too little,too little,too little,about right,about right,about right,about right,too high,allowed,not allowed,remove,allowed,not allowed,remove,allowed,fired,remove,allowed,not allowed,remove,allowed,not allowed,remove,favor,favor,one of most imp,not harsh enough,not legal,catholic,,,moderate,every week,somewhat strong,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,agree slightly,disagree slightly,cant discriminate,no,,,,no,same schools,oppose,very happy,very happy,excellent,routine,depends,fair,can trust,great deal,great deal,very great deal,great deal,great deal,only some,only some,only some,only some,hardly any,only some,only some,only some,,a great deal,only some,only some,only some,1 least desirable,not mentioned,3 most desirable,3 least desirable,1 most desirable,not mentioned,3 least desirable,not mentioned,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,a bad idea,disagree,disagree,agree,agree,disagree,disagree,agree,agree,disagree,very satisfied,continue working,most impt,fourth,fifth,third,second,middle class,,,,yes,yes,yes,no,no,no,neither belongs,hard work,yes,no,yes,no,yes,,e,no,e,e,more difficult,always wrong,always wrong,yes,yes,no,yes,illegal to all,no,no,,,no,,,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,phone in home,"restless,impatient",poor,standard <x>,not poor -- imputed,,e,e,e,e,italy,names 1,correct,correct,,correct,correct,correct,correct,correct,correct,incorrect,c,male,c,married,,spouse,female,c,married,,,,e,,,,e,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,2nd person,"2adlts,mar,0kids","married couple, no children",1 gen,spouse,r. is household member,no visitors,c,c,c,b,c,c,b,administrative and executive secretaries,hairdressers,shop supervisors,c,c,c,c,c,b,c,c,c,no,,active part,stay in,worst kind,c,c,june,cancer,101,1970 fp,c,7101,1
keeping house,e,e,yes,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working fulltime,e,e,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,"drugs, sundries, and chemical and allied products, merchant wholesalers","found, coded",found,b,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,b,c,c,c,c,c,c,high school,high school,high school,high school,female,white,"country,nonfarm",new england,"same st,dif city",mother & father,,yes,no,yes,average,c,c,c,c,c,c,c,$25000 or more,,new england,"suburb, lrg city","suburb, 12 lrgst",27,c,c,b,c,c,c,c,c,c,c,c,c,c,c,d,c,b,c,independent,did not vote,,other,slghtly conservative,about right,about right,about right,too little,too little,too much,too much,too much,too much,too much,too much,too high,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,allowed,allowed,not remove,favor,favor,important,not harsh enough,legal,protestant,episcopal,,liberal,lt once a year,not very strong,,protestant,episcopal,,liberal,none,,,liberal,catholic,,,moderate,no,not object,disagree strongly,disagree strongly,owner decides,yes,no,1-3 blks away,stay integrated,no,same schools,oppose,pretty happy,pretty happy,good,routine,depends,fair,can trust,some,quite a bit,very great deal,very great deal,great deal,only some,hardly any,hardly any,hardly any,hardly any,hardly any,only some,only some,hardly any,hardly any,a great deal,hardly any,hardly any,not mentioned,3 least desirable,not mentioned,3 least desirable,not mentioned,not mentioned,1 least desirable,not mentioned,not mentioned,3 most desirable,1 most desirable,3 most desirable,not mentioned,a good idea,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,mod. satisfied,,fourth,fifth,third,second,most impt,middle class,more or less,stayed same,above average,no,,no,,no,no,neither belongs,both equally,yes,yes,yes,yes,yes,yes,c,no,e,e,easier,always wrong,not wrong at all,no,no,no,yes,,no,no,,,no,,,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,,phone in home,"friendly,interested",good,alternate <y>,not poor,"20,001 +",e,e,e,e,england & wales,chooses 1 of 2+,correct,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,d,male,c,married,,spouse,female,c,married,,,,e,,,,e,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,2nd person,"2adlts,mar,0kids","married couple, no children",1 gen,spouse,r. is household member,no visitors,e,c,c,c,c,c,c,data entry clerks,commercial sales representatives,commercial sales representatives,c,c,c,d,d,d,d,c,d,,no,active part,stay in,ok for some,c,c,november,scorpio,101,1970 fp,c,7101,1
working fulltime,c,e,,b,e,someone else,d,found,b,verbatims for r,"found, coded",found,e,e,d,"found, coded",found,married,c,no,working parttime,b,e,,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,furniture and home furnishings stores,"found, coded",found,c,b,someone else,c,c,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,d,c,c,c,bachelor,high school,high school,high school,male,white,big-city suburb,new england,same city,mother & father,,yes,,,average,d,c,c,e,c,c,d,$25000 or more,$25000 or more,new england,"suburb, lrg city","suburb, 12 lrgst",27,b,c,b,e,d,e,c,c,c,c,c,c,d,c,c,b,b,b,not str republican,voted,nixon,,conservative,too little,too little,too little,too much,too little,,about right,too much,too little,too much,too much,too high,allowed,,,allowed,,,allowed,,,,,,allowed,,,favor,favor,not important,not harsh enough,not legal,catholic,,,moderate,sevrl times a yr,not very strong,,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,agree slightly,disagree slightly,owner decides,yes,,same block,stay integrated,yes,same schools,oppose,very happy,pretty happy,excellent,routine,lookout for self,fair,can trust,quite a bit,quite a bit,quite a bit,quite a bit,quite a bit,a great deal,a great deal,hardly any,only some,only some,only some,only some,only some,hardly any,only some,a great deal,only some,a great deal,3 most desirable,1 least desirable,1 most desirable,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,3 least desirable,a bad idea,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,very satisfied,stop working,third,fifth,fourth,second,most impt,middle class,satisfied,better,above average,yes,yes,yes,yes,no,no,neither belongs,hard work,yes,yes,yes,yes,yes,yes,c,no,e,e,stay same,almst always wrg,almst always wrg,no,yes,no,no,illegal under 18,no,no,,,no,,,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,phone in home,"restless,impatient",fair,standard <x>,not poor,"20,001 +",e,e,e,e,italy,names 1,correct,correct,incorrect,correct,correct,correct,correct,incorrect,correct,incorrect,c,male,c,married,,spouse,female,c,married,,child,male,c,never married,child,male,c,never married,child,male,c,,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"2adlts,mar,1+kids",married couple w children,"2 gens, children",head of household,r. is household member,no visitors,c,b,d,c,b,d,c,electrical engineers,building construction labourers,administrative and executive secretaries,e,d,e,c,b,c,c,c,c,no,,active part,stay in,"bad, not worst",c,c,january,capricorn,101,1970 fp,c,7101,1
working fulltime,c,e,,d,c,someone else,d,found,c,verbatims for r,"found, coded",found,d,d,d,"found, coded",found,married,c,no,keeping house,e,e,yes,c,c,someone else,c,c,verbatims for sp,"found, coded",found,b,b,department stores and discount stores,"found, coded",found,c,c,someone else,d,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,d,c,high school,lt high school,high school,high school,male,white,town lt 50000,new england,same city,mother & father,,no,,,average,d,c,c,c,e,c,c,$15000 - 19999,$10000 - 14999,new england,"suburb, lrg city","suburb, 12 lrgst",27,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,c,not str republican,voted,nixon,,moderate,about right,too little,about right,about right,too little,about right,about right,about right,about right,about right,too much,about right,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,allowed,not allowed,remove,allowed,not allowed,not remove,favor,favor,not very imp,not harsh enough,not legal,catholic,,,moderate,lt once a year,not very strong,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,agree slightly,disagree strongly,owner decides,no,,,,no,same schools,oppose,very happy,very happy,excellent,exciting,helpful,fair,can trust,very great deal,quite a bit,very great deal,very great deal,very great deal,a great deal,a great deal,a great deal,only some,a great deal,a great deal,only some,a great deal,only some,a great deal,a great deal,a great deal,a great deal,not mentioned,3 least desirable,not mentioned,1 least desirable,1 most desirable,not mentioned,not mentioned,not mentioned,not mentioned,3 most desirable,not mentioned,3 most desirable,3 least desirable,a good idea,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,very satisfied,stop working,third,most impt,fifth,fourth,second,middle class,more or less,better,average,yes,yes,no,,no,yes,r belongs,hard work,yes,yes,yes,yes,yes,yes,c,no,e,e,stay same,almst always wrg,always wrong,no,yes,yes,no,illegal to all,no,no,,,no,,,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,standard <x>,not poor,"10,000 to 20,000",c,c,c,c,poland,names 1,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,incorrect,c,male,c,married,,spouse,female,c,married,,child,male,d,never married,child,female,d,never married,other relative,female,e,widowed,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"4+adlts,2mar,0kids","married couple, no children","2 gens, children",head of household,r. is household member,no visitors,c,c,b,c,c,c,c,fire-fighters,"statistical, mathematical and related associate professionals","statistical, finance and insurance clerks",d,c,d,c,c,c,c,c,c,no,,active part,stay in,worst kind,c,c,may,taurus,101,1970 fp,e,7101,1
working fulltime,c,e,,c,d,someone else,d,found,b,verbatims for r,"found, coded",found,d,d,c,"found, coded",found,married,c,no,keeping house,e,e,yes,c,c,someone else,c,c,verbatims for sp,"found, coded",found,c,c,insurance carriers and related activities,"found, coded",found,b,e,someone else,d,c,verbatims for pa,"found, coded",found,d,e,d,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,d,e,c,c,graduate,graduate,lt high school,high school,male,white,city gt 250000,new england,same city,mother & father,,no,,,average,d,e,c,c,c,c,c,$20000 - 24999,$20000 - 24999,new england,"suburb, lrg city","suburb, 12 lrgst",27,b,a,c,e,d,e,c,c,c,c,c,c,c,a,d,d,c,e,"ind,near dem",voted,other,,slghtly conservative,too little,too little,too little,too much,about right,too much,too much,too much,too much,too much,too much,too high,allowed,allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,allowed,allowed,not remove,allowed,allowed,not remove,favor,favor,important,not harsh enough,legal,catholic,,,moderate,sevrl times a yr,not very strong,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,agree slightly,disagree strongly,cant discriminate,no,,,,yes,same schools,oppose,very happy,very happy,excellent,exciting,helpful,take advantage,can't be too careful,a fair amount,great deal,very great deal,very great deal,very great deal,hardly any,hardly any,only some,only some,hardly any,hardly any,only some,hardly any,hardly any,only some,only some,only some,hardly any,not mentioned,3 least desirable,1 most desirable,not mentioned,not mentioned,not mentioned,3 least desirable,not mentioned,not mentioned,3 most desirable,3 most desirable,not mentioned,1 least desirable,a good idea,disagree,agree,disagree,agree,agree,disagree,agree,agree,disagree,very satisfied,stop working,,,,,,middle class,satisfied,better,far below average,yes,yes,yes,yes,no,no,neither belongs,both equally,,,,,yes,,e,no,e,e,easier,almst always wrg,sometimes wrong,yes,yes,no,yes,illegal under 18,yes,no,,,no,,,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,phone in home,cooperative,good,alternate <y>,not poor,"10,000 to 20,000",c,d,d,d,italy,names 1,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,d,male,c,married,,spouse,female,c,married,,child,female,c,,child,male,c,,child,male,b,,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"2adlts,mar,1+kids",married couple w children,"2 gens, children",head of household,r. is household member,no visitors,c,b,b,c,b,c,c,education managers,secondary education teachers,administrative and executive secretaries,d,d,d,e,e,d,c,c,c,,no,stay out,pull out,worst kind,c,d,december,sagittarius,101,1970 fp,c,7101,1
retired,e,e,yes,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,never married,e,,,e,e,,e,e,,e,e,no verbatims for sp,"found, iap",found,e,e,,"found, iap",found,c,c,someone else,e,c,verbatims for pa,"found, coded",found,c,c,e,"found, no answer",found,"found, iap",found,"found, iap",found,c,b,d,b,e,e,e,lt high school,lt high school,,,female,white,farm,new england,"same st,dif city",mother & father,,yes,yes,yes,below average,c,c,c,c,c,e,b,lt $1000,,new england,"city,50-250000",smsa's 13-100,158,c,c,c,c,c,c,e,e,e,e,e,e,d,c,c,c,c,c,"ind,near dem",voted,nixon,,extrmly conservative,about right,about right,about right,about right,too little,too little,about right,about right,about right,too much,about right,about right,allowed,allowed,not remove,,allowed,not remove,not allowed,fired,remove,not allowed,not allowed,remove,not allowed,not allowed,remove,,favor,one of most imp,about right,not legal,catholic,,,moderate,once a month,not very strong,yes,catholic,,,moderate,,,,,,,,,no,mildly object,disagree strongly,agree strongly,owner decides,yes,no,4-8 blks away,,no,same schools,favor,very happy,,good,exciting,helpful,fair,can't be too careful,great deal,a fair amount,some,great deal,a fair amount,only some,a great deal,hardly any,a great deal,only some,only some,only some,only some,only some,a great deal,,a great deal,a great deal,not mentioned,3 least desirable,3 most desirable,not mentioned,1 most desirable,not mentioned,3 least desirable,not mentioned,not mentioned,3 most desirable,not mentioned,1 least desirable,not mentioned,a bad idea,disagree,disagree,,agree,disagree,agree,disagree,agree,agree,,,fifth,second,fourth,third,most impt,middle class,satisfied,better,average,,,,,no,no,r belongs,hard work,yes,yes,yes,yes,no,yes,c,inappropriate,e,e,easier,sometimes wrong,always wrong,no,no,no,no,illegal to all,no,no,,,no,,,no,no,no,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,no,no,phone in home,"friendly,interested",good,alternate <y>,poor,"-4,999 to -1,000",b,e,b,e,austria,names 1,correct,correct,,correct,correct,correct,correct,correct,correct,incorrect,c,female,d,never married,,non-relative,female,e,widowed,,,,e,,,,e,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"2as,ntmar,ntrel,smsex,0ks","non-family, no children",1 gen,head of household,r. is household member,no visitors,c,c,c,e,c,c,e,telephone switchboard operators,metal working machine tool setters and operators,,c,c,c,c,b,c,e,e,e,,,active part,stay in,worst kind,b,e,december,sagittarius,103,1970 fp,c,7102,1
working fulltime,d,e,,c,c,someone else,b,found,d,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,c,no,keeping house,e,e,yes,c,c,someone else,c,d,verbatims for sp,"found, coded",found,c,c,aircraft and parts manufacturing,"found, coded",found,c,c,someone else,c,d,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,c,c,c,high school,lt high school,lt high school,high school,male,white,50000 to 250000,new england,same city,mother & father,,yes,yes,yes,average,c,e,c,c,c,c,c,$7000 to 7999,$4000 to 4999,new england,"city,50-250000",smsa's 13-100,158,d,c,b,c,c,c,c,c,c,c,c,c,c,c,b,c,d,c,not str democrat,did not vote,,other,moderate,too little,too little,too little,too little,too little,too little,too little,too much,too much,too much,too much,too high,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,allowed,allowed,not remove,allowed,allowed,not remove,favor,favor,one of most imp,not harsh enough,not legal,catholic,,,moderate,once a month,not very strong,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,agree strongly,agree strongly,owner decides,no,,,,no,same schools,oppose,pretty happy,very happy,excellent,exciting,lookout for self,take advantage,can't be too careful,a little,very great deal,very great deal,a fair amount,very great deal,only some,hardly any,only some,hardly any,hardly any,hardly any,only some,hardly any,only some,hardly any,only some,hardly any,a great deal,1 least desirable,not mentioned,1 most desirable,not mentioned,not mentioned,not mentioned,3 least desirable,not mentioned,3 most desirable,not mentioned,not mentioned,3 most desirable,3 least desirable,a bad idea,agree,agree,disagree,disagree,agree,disagree,agree,agree,agree,mod. satisfied,continue working,fourth,third,second,fifth,most impt,working class,not at all sat,better,average,yes,yes,no,,yes,yes,neither belongs,luck or help,yes,no,yes,no,no,no,c,yes,c,c,more difficult,always wrong,always wrong,yes,no,no,yes,illegal under 18,no,yes,adult,2-3 times,no,,,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,phone in home,"friendly,interested",fair,standard <x>,not poor,"1,000 to 4,999",c,c,c,c,poland,names 1,correct,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,correct,incorrect,b,male,c,married,,spouse,female,c,married,,child,female,c,,child,female,b,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"2adlts,mar,1+kids",married couple w children,"2 gens, children",head of household,r. is household member,no visitors,d,d,d,d,c,c,c,metal working machine tool setters and operators,manufacturing labourers not elsewhere classified,product graders and testers (excluding foods and beverages),c,c,c,c,c,c,c,c,c,yes,,active part,stay in,worst kind,c,d,october,libra,103,1970 fp,c,7102,1
working fulltime,c,e,,c,c,someone else,b,found,c,verbatims for r,"found, coded",found,c,c,c,"found, coded",found,married,e,no,working parttime,b,e,,d,a,someone else,c,c,verbatims for sp,"found, coded",found,b,b,"savings institutions, including credit unions","found, coded",found,c,b,someone else,c,d,verbatims for pa,"found, coded",found,b,b,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,a,a,c,lt high school,lt high school,lt high school,lt high school,male,white,50000 to 250000,new england,same city,mother & father,,no,,,below average,c,c,c,c,d,c,d,$10000 - 14999,$8000 to 9999,new england,"city,50-250000",smsa's 13-100,158,c,c,b,c,c,c,d,c,c,b,b,b,d,c,d,b,b,b,strong democrat,voted,mcgovern,,moderate,too much,too little,too little,too little,too little,too little,about right,about right,too little,too much,about right,about right,allowed,not allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,not allowed,not allowed,remove,allowed,allowed,remove,oppose,favor,important,not harsh enough,not legal,catholic,,,moderate,2-3x a month,strong,yes,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,strongly object,agree strongly,agree slightly,owner decides,yes,no,1-3 blks away,stay integrated,yes,same schools,favor,very happy,very happy,fair,routine,lookout for self,take advantage,can't be too careful,great deal,quite a bit,great deal,great deal,a fair amount,only some,only some,a great deal,a great deal,a great deal,only some,only some,a great deal,only some,only some,a great deal,a great deal,a great deal,1 least desirable,not mentioned,3 most desirable,3 least desirable,3 least desirable,not mentioned,not mentioned,not mentioned,1 most desirable,not mentioned,3 most desirable,not mentioned,not mentioned,a bad idea,disagree,agree,agree,agree,agree,agree,agree,agree,agree,mod. satisfied,continue working,third,second,fourth,fifth,most impt,working class,more or less,worse,average,yes,yes,no,,yes,yes,r belongs,luck or help,no,yes,yes,yes,yes,yes,c,no,e,e,more difficult,always wrong,always wrong,yes,yes,yes,no,illegal to all,no,no,,,yes,adult,,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,no,no,phone in home,"friendly,interested",good,standard <x>,not poor,"5,000 to 9,999",c,c,c,c,poland,names 1,correct,incorrect,incorrect,correct,correct,correct,incorrect,correct,correct,incorrect,c,male,c,married,,spouse,female,c,married,,child,male,c,never married,,,e,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,1st person,"3adlts,2mar,sp,rel,0kids","married couple, no children","2 gens, children",head of household,r. is household member,no visitors,c,d,d,c,d,d,d,metal working machine tool setters and operators,manufacturing labourers not elsewhere classified,"cleaners and helpers in offices, hotels and other establishments",c,c,c,b,c,b,b,b,b,no,,active part,stay in,worst kind,c,c,june,cancer,103,1970 fp,d,7102,1
keeping house,e,e,yes,c,c,someone else,c,found,c,verbatims for r,"found, coded",found,c,c,b,"found, coded",found,married,c,no,working parttime,c,e,,c,c,self-employed,b,c,verbatims for sp,"found, coded",found,c,c,construction,"found, coded",found,c,c,someone else,c,c,verbatims for pa,"found, coded",found,c,c,c,"found, coded",found,"found, iap",found,"found, iap",found,c,c,c,c,e,c,b,lt high school,lt high school,high school,lt high school,female,white,50000 to 250000,new england,same city,m and f relatives,parent died,,,,average,c,c,c,c,d,c,c,$10000 - 14999,,new england,"city,50-250000",other urban,83,c,c,c,c,c,c,c,c,b,c,d,c,d,c,c,c,b,c,not str democrat,voted,nixon,,slghtly conservative,too much,too little,too little,too little,too little,too little,too little,too little,too little,too much,too much,about right,allowed,not allowed,remove,allowed,allowed,remove,allowed,not fired,,allowed,not allowed,remove,allowed,allowed,not remove,favor,favor,important,not harsh enough,legal,catholic,,,moderate,lt once a year,not very strong,no,catholic,,,moderate,catholic,,,moderate,catholic,,,moderate,no,not object,disagree slightly,disagree slightly,cant discriminate,yes,yes,1-3 blks away,stay integrated,no,same schools,oppose,pretty happy,pretty happy,fair,routine,lookout for self,take advantage,can trust,a little,great deal,great deal,very great deal,a fair amount,only some,a great deal,only some,only some,only some,hardly any,only some,a great deal,only some,only some,only some,only some,a great deal,not mentioned,3 most desirable,not mentioned,not mentioned,1 most desirable,not mentioned,1 least desirable,not mentioned,not mentioned,3 most desirable,not mentioned,not mentioned,not mentioned,a bad idea,disagree,disagree,agree,disagree,agree,agree,agree,agree,disagree,mod. satisfied,,third,fourth,fifth,second,most impt,working class,not at all sat,worse,average,no,,no,,yes,yes,neither belongs,hard work,yes,yes,yes,yes,yes,yes,e,no,e,e,more difficult,always wrong,sometimes wrong,yes,,no,no,illegal under 18,yes,no,,,no,,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,phone in home,"friendly,interested",good,standard <x>,not poor,"5,000 to 9,999",c,e,c,e,poland,names 1,correct,correct,incorrect,correct,correct,correct,correct,,correct,incorrect,c,male,c,married,,spouse,female,c,married,,child,male,c,never married,,,e,,,,e,,,,e,,,e,,,e,e,e,,e,,,,e,,white,2nd person,"3adlts,2mar,sp,rel,0kids","married couple, no children","2 gens, children",spouse,r. is household member,no visitors,c,c,c,d,b,c,c,office supervisors,metal working machine tool setters and operators,carpenters and joiners,c,c,c,c,c,c,c,c,c,yes,,active part,stay in,"bad, not worst",c,c,november,scorpio,105,1970 fp,d,7103,1
