,ideology,dR,dL,d0
0,-0.010018935875834556,0.15440657827277107,0.15566431082353832,0.12553554253210372
1,-0.03245419603807175,0.14918809839838904,0.15326225350547162,0.12553554253210372
2,-0.010613317718434191,0.14715080049828805,0.14848314909613727,0.12553554253210372
3,0.04903294496268035,0.16396607670579355,0.1578106993579567,0.12553554253210372
4,0.050328096837483856,0.15810692457316147,0.15178895963205968,0.12553554253210372
5,0.04284520651715444,0.1486368072984891,0.1432582110534581,0.12553554253210372
6,-0.02943526100699914,0.15166248179593433,0.15535765325602205,0.12553554253210372
7,-0.06924785593600888,0.14584034719577005,0.15453341435988188,0.12553554253210372
8,-0.03415556665600008,0.14483930619875235,0.14912704378940475,0.12553554253210372
9,-0.015341168559089766,0.15064690161020844,0.15257276352835022,0.12553554253210372
10,-0.04305208170634606,0.1534782172665847,0.1588827837007273,0.12553554253210372
11,-0.015856244208835576,0.14941825740893067,0.15140877962820837,0.12553554253210372
12,-0.01785145473734745,0.15280850979009197,0.15504950184553218,0.12553554253210372
13,-0.011612673685771966,0.1469671981187177,0.14842500141010936,0.12553554253210372
14,-0.03762057088712568,0.13975521607410551,0.1444779348507883,0.12553554253210372
15,-0.003770349094891496,0.15515308933042865,0.15562640214959128,0.12553554253210372
16,-0.033944836416787846,0.15220963672973464,0.15647092018547962,0.12553554253210372
17,-0.021833121702722405,0.1380145738419827,0.1407554066201034,0.12553554253210372
18,-0.04016600182607807,0.15261470924420975,0.15765697007479193,0.12553554253210372
19,-0.10004071190871004,0.14104235325641432,0.15360101830117212,0.12553554253210372
20,-0.0023790951222688803,0.14765936452707631,0.14795802552398582,0.12553554253210372
21,0.04719580539006445,0.15295561034879115,0.14703085931390983,0.12553554253210372
22,0.015296620208229621,0.15396157865205337,0.15204130913530572,0.12553554253210372
23,-0.0318370722917054,0.14633501388640222,0.15033169802917526,0.12553554253210372
24,-0.10448385972118647,0.14824522579095237,0.16136166380689973,0.12553554253210372
25,-0.08854868284168554,0.14597404432162217,0.15709005126265635,0.12553554253210372
26,-0.03765261714691695,0.15293916473916638,0.1576659064604582,0.12553554253210372
27,-0.019212703541228247,0.1446018817713181,0.14701375893387467,0.12553554253210372
28,-0.0002284032562868862,0.14418924956274992,0.144217922289444,0.12553554253210372
29,-0.06547057728222234,0.15558676343654815,0.16380564787556195,0.12553554253210372
30,-0.08650075079289389,0.14396947445210045,0.1548283931323207,0.12553554253210372
31,-0.0015714710755215815,0.1579149842213421,0.1581122596953812,0.12553554253210372
32,-0.03958849604763084,0.14856098643782623,0.1535307497671956,0.12553554253210372
33,-0.011177672116612088,0.15545694404833124,0.1568601391817361,0.12553554253210372
34,-0.03567327772708659,0.14427882728064906,0.14875709155401728,0.12553554253210372
35,-0.008012466585507421,0.15563781823186898,0.156643667571701,0.12553554253210372
36,-0.09302499832773123,0.1419441399636588,0.15362208359777857,0.12553554253210372
37,-0.032311285393637555,0.14709955355412999,0.15115576829592992,0.12553554253210372
38,-0.020749763360905366,0.14450440409982698,0.147109236900751,0.12553554253210372
39,-0.062361746253789756,0.14831932877832552,0.1561479444275444,0.12553554253210372
